InputSentence,Method,Probabilities,ChosenSource
"['percent', 'méd', 'financ', 'solicit', 'estud']",LDA+Cosine,"{'classCadunico.csv': [0.0059535872936248785, 1e-06, 1e-06, 0.00582377791404724, 0.013576000392436982, 0.0], 'classCensoEscolar.csv': [1e-06, 0.02000000238418579, 1e-06, 1e-06, 0.015633305072784424, 0.012519577145903361], 'classDataSUS.csv': [1e-06, 1e-06, 0.01848883581161499, 1e-06, 1e-06, 0.03960590171906697], 'classIbama.csv': [1e-06, 0.004439590454101563, 0.004641339302062989, 1e-06, 1e-06, 0.0], 'classProuni.csv': [1e-06, 0.011000001311302184, 0.005318406939506529, 0.012849040031433105, 0.022000000000000002, 0.0709079188870598], 'classFies.csv': [0.042, 0.03200000381469727, 0.081, 0.009766759872436524, 0.111, 0.4675414862045015], 'classIBGE.csv': [0.019767514467239383, 0.006784824848175049, 1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [1e-06, 0.01168864345550537, 1e-06, 1e-06, 0.011182362794876098, 0.009513029883089882]}",classFies.csv
"['val', 'méd', 'mem', 'cur', 'financ']",Cosine,"{'classCadunico.csv': 0.16655104634982607, 'classCensoEscolar.csv': 0.0, 'classDataSUS.csv': 0.03960590171906697, 'classIbama.csv': 0.0, 'classProuni.csv': 0.0, 'classFies.csv': 0.26426257915906604, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.019026059766179763}",classFies.csv
"['val', 'méd', 'mem', 'cur', 'financ']",LDA4,"{'classCadunico.csv': [0.126, 1e-06, 1e-06, 0.04199999749660492, 1e-06], 'classCensoEscolar.csv': [0.010002020597457886, 0.02000000238418579, 1e-06, 0.0379999977350235, 1e-06], 'classDataSUS.csv': [0.01601329803466797, 1e-06, 1e-06, 0.036000000000000004, 1e-06], 'classIbama.csv': [0.010008311271667479, 0.004439590454101563, 1e-06, 0.04, 1e-06], 'classProuni.csv': [0.010900795698165894, 0.011000001311302184, 1e-06, 0.006067940711975097, 1e-06], 'classFies.csv': [0.035, 0.03200000381469727, 1e-06, 0.027999999999999997, 0.007241806626319885], 'classIBGE.csv': [0.01997704291343689, 0.006784824848175049, 1e-06, 0.006905893206596374, 1e-06], 'classEducacaoSuperior.csv': [0.010575097799301148, 0.01168864345550537, 1e-06, 0.07399999558925628, 1e-06]}",classCadunico.csv
"['val', 'méd', 'mem', 'cur', 'financ']",LDA+Cosine,"{'classCadunico.csv': [0.126, 1e-06, 1e-06, 0.04199999749660492, 1e-06, 0.16655104634982607], 'classCensoEscolar.csv': [0.010002020597457886, 0.02000000238418579, 1e-06, 0.0379999977350235, 1e-06, 0.0], 'classDataSUS.csv': [0.01601329803466797, 1e-06, 1e-06, 0.036000000000000004, 1e-06, 0.03960590171906697], 'classIbama.csv': [0.010008311271667479, 0.004439590454101563, 1e-06, 0.04, 1e-06, 0.0], 'classProuni.csv': [0.010900795698165894, 0.011000001311302184, 1e-06, 0.006067940711975097, 1e-06, 0.0], 'classFies.csv': [0.035, 0.03200000381469727, 1e-06, 0.027999999999999997, 0.007241806626319885, 0.26426257915906604], 'classIBGE.csv': [0.01997704291343689, 0.006784824848175049, 1e-06, 0.006905893206596374, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.010575097799301148, 0.01168864345550537, 1e-06, 0.07399999558925628, 1e-06, 0.019026059766179763]}",classFies.csv
"['univ', 'cadastr', 'fie']",Cosine,"{'classCadunico.csv': 0.0645049428806296, 'classCensoEscolar.csv': 0.0, 'classDataSUS.csv': 0.051130999256491366, 'classIbama.csv': 0.04862166383263152, 'classProuni.csv': 0.0, 'classFies.csv': 0.1574591643244434, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.012281268769726867}",classFies.csv
"['univ', 'cadastr', 'fie']",LDA4,"{'classCadunico.csv': [0.02228206765651703, 0.006505091190338135, 0.004580913782119751], 'classCensoEscolar.csv': [0.013914852857589722, 1e-06, 0.024], 'classDataSUS.csv': [0.0050564312934875495, 0.023418328285217282, 0.036000000000000004], 'classIbama.csv': [1e-06, 0.015612218856811525, 0.026000000000000002], 'classProuni.csv': [0.005546947240829468, 0.005049938797950744, 0.038], 'classFies.csv': [0.006225261569023132, 1e-06, 0.081], 'classIBGE.csv': [0.018558345437049862, 1e-06, 0.022000000000000002], 'classEducacaoSuperior.csv': [0.012999999225139615, 1e-06, 0.032]}",classFies.csv
"['univ', 'cadastr', 'fie']",LDA+Cosine,"{'classCadunico.csv': [0.02228206765651703, 0.006505091190338135, 0.004580913782119751, 0.0645049428806296], 'classCensoEscolar.csv': [0.013914852857589722, 1e-06, 0.024, 0.0], 'classDataSUS.csv': [0.0050564312934875495, 0.023418328285217282, 0.036000000000000004, 0.051130999256491366], 'classIbama.csv': [1e-06, 0.015612218856811525, 0.026000000000000002, 0.04862166383263152], 'classProuni.csv': [0.005546947240829468, 0.005049938797950744, 0.038, 0.0], 'classFies.csv': [0.006225261569023132, 1e-06, 0.081, 0.1574591643244434], 'classIBGE.csv': [0.018558345437049862, 1e-06, 0.022000000000000002, 0.0], 'classEducacaoSuperior.csv': [0.012999999225139615, 1e-06, 0.032, 0.012281268769726867]}",classFies.csv
"['alun', 'institu', 'possu', 'financ', 'cur', 'ensin', 'méd', 'escol', 'públic']",Cosine,"{'classCadunico.csv': 0.062069910226988226, 'classCensoEscolar.csv': 0.391924757669098, 'classDataSUS.csv': 0.05904099236933969, 'classIbama.csv': 0.0, 'classProuni.csv': 0.211406569032676, 'classFies.csv': 0.3181818181818182, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.34743909767940556}",classCensoEscolar.csv
"['alun', 'institu', 'possu', 'financ', 'cur', 'ensin', 'méd', 'escol', 'públic']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 0.019793358385562898, 1e-06, 1e-06, 1e-06, 0.014894034683704375, 1e-06, 0.03299999606609345, 0.016026210129261018], 'classCensoEscolar.csv': [0.032, 0.012913995504379272, 1e-06, 1e-06, 1e-06, 0.051, 0.02000000238418579, 0.06399999237060547, 0.010693405866622926], 'classDataSUS.csv': [1e-06, 0.004649426937103272, 1e-06, 0.01848883581161499, 1e-06, 1e-06, 1e-06, 0.017995706319808957, 0.01], 'classIbama.csv': [1e-06, 0.010512000024318695, 1e-06, 0.004641339302062989, 1e-06, 1e-06, 0.004439590454101563, 1e-06, 0.004287078380584717], 'classProuni.csv': [0.005698698997497558, 0.037000000000000005, 1e-06, 0.005318406939506529, 1e-06, 0.066, 0.011000001311302184, 0.006646948158740997, 0.022000000000000002], 'classFies.csv': [0.032, 0.057999999999999996, 1e-06, 0.081, 1e-06, 0.057999999999999996, 0.03200000381469727, 0.02999999642372132, 0.03], 'classIBGE.csv': [1e-06, 0.018472624003887172, 1e-06, 1e-06, 1e-06, 0.024968652486801145, 0.006784824848175049, 0.022397847533226014, 0.0061362385749816895], 'classEducacaoSuperior.csv': [0.043, 0.057999999999999996, 1e-06, 1e-06, 1e-06, 0.048, 0.01168864345550537, 0.015594765663146971, 0.032]}",classFies.csv
"['alun', 'institu', 'possu', 'financ', 'cur', 'ensin', 'méd', 'escol', 'públic']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 0.019793358385562898, 1e-06, 1e-06, 1e-06, 0.014894034683704375, 1e-06, 0.03299999606609345, 0.016026210129261018, 0.062069910226988226], 'classCensoEscolar.csv': [0.032, 0.012913995504379272, 1e-06, 1e-06, 1e-06, 0.051, 0.02000000238418579, 0.06399999237060547, 0.010693405866622926, 0.391924757669098], 'classDataSUS.csv': [1e-06, 0.004649426937103272, 1e-06, 0.01848883581161499, 1e-06, 1e-06, 1e-06, 0.017995706319808957, 0.01, 0.05904099236933969], 'classIbama.csv': [1e-06, 0.010512000024318695, 1e-06, 0.004641339302062989, 1e-06, 1e-06, 0.004439590454101563, 1e-06, 0.004287078380584717, 0.0], 'classProuni.csv': [0.005698698997497558, 0.037000000000000005, 1e-06, 0.005318406939506529, 1e-06, 0.066, 0.011000001311302184, 0.006646948158740997, 0.022000000000000002, 0.211406569032676], 'classFies.csv': [0.032, 0.057999999999999996, 1e-06, 0.081, 1e-06, 0.057999999999999996, 0.03200000381469727, 0.02999999642372132, 0.03, 0.3181818181818182], 'classIBGE.csv': [1e-06, 0.018472624003887172, 1e-06, 1e-06, 1e-06, 0.024968652486801145, 0.006784824848175049, 0.022397847533226014, 0.0061362385749816895, 0.0], 'classEducacaoSuperior.csv': [0.043, 0.057999999999999996, 1e-06, 1e-06, 1e-06, 0.048, 0.01168864345550537, 0.015594765663146971, 0.032, 0.34743909767940556]}",classFies.csv
"['núm', 'máx', 'contrat', 'financ', 'realiz', 'institu', 'ensin']",Cosine,"{'classCadunico.csv': 0.014076132545204187, 'classCensoEscolar.csv': 0.16929558227619396, 'classDataSUS.csv': 0.03347309635022892, 'classIbama.csv': 0.015915175351980757, 'classProuni.csv': 0.2197364742515915, 'classFies.csv': 0.36078426969062594, 'classIBGE.csv': 0.021931723165325632, 'classEducacaoSuperior.csv': 0.2653192634747469}",classFies.csv
"['núm', 'máx', 'contrat', 'financ', 'realiz', 'institu', 'ensin']",LDA4,"{'classCadunico.csv': [0.004947015643119813, 0.0048864647746086134, 0.016331849932670596, 1e-06, 0.020962898433208463, 0.005481867790222168, 0.014894034683704375], 'classCensoEscolar.csv': [0.014286582469940188, 1e-06, 1e-06, 1e-06, 0.008927324056625366, 0.012656704902648927, 0.051], 'classDataSUS.csv': [0.005657554864883422, 1e-06, 0.01868415641784668, 0.01848883581161499, 0.019992177486419675, 0.02091782283782959, 1e-06], 'classIbama.csv': [0.004443236351013184, 1e-06, 1e-06, 0.004641339302062989, 0.01032338172197342, 0.011046250820159913, 1e-06], 'classProuni.csv': [1e-06, 0.012439590454101562, 0.005237527132034302, 0.005318406939506529, 0.0122721905708313, 0.040999999999999995, 0.066], 'classFies.csv': [0.006142322361469268, 0.005375111252069473, 0.036000000000000004, 0.081, 1e-06, 0.005800989747047424, 0.057999999999999996], 'classIBGE.csv': [0.007857620358467102, 1e-06, 0.019473223805427552, 1e-06, 1e-06, 1e-06, 0.024968652486801145], 'classEducacaoSuperior.csv': [1e-06, 0.009709323316812516, 0.009606970548629759, 1e-06, 0.017177810668945314, 0.015514959692955016, 0.048]}",classFies.csv
"['núm', 'máx', 'contrat', 'financ', 'realiz', 'institu', 'ensin']",LDA+Cosine,"{'classCadunico.csv': [0.004947015643119813, 0.0048864647746086134, 0.016331849932670596, 1e-06, 0.020962898433208463, 0.005481867790222168, 0.014894034683704375, 0.014076132545204187], 'classCensoEscolar.csv': [0.014286582469940188, 1e-06, 1e-06, 1e-06, 0.008927324056625366, 0.012656704902648927, 0.051, 0.16929558227619396], 'classDataSUS.csv': [0.005657554864883422, 1e-06, 0.01868415641784668, 0.01848883581161499, 0.019992177486419675, 0.02091782283782959, 1e-06, 0.03347309635022892], 'classIbama.csv': [0.004443236351013184, 1e-06, 1e-06, 0.004641339302062989, 0.01032338172197342, 0.011046250820159913, 1e-06, 0.015915175351980757], 'classProuni.csv': [1e-06, 0.012439590454101562, 0.005237527132034302, 0.005318406939506529, 0.0122721905708313, 0.040999999999999995, 0.066, 0.2197364742515915], 'classFies.csv': [0.006142322361469268, 0.005375111252069473, 0.036000000000000004, 0.081, 1e-06, 0.005800989747047424, 0.057999999999999996, 0.36078426969062594], 'classIBGE.csv': [0.007857620358467102, 1e-06, 0.019473223805427552, 1e-06, 1e-06, 1e-06, 0.024968652486801145, 0.021931723165325632], 'classEducacaoSuperior.csv': [1e-06, 0.009709323316812516, 0.009606970548629759, 1e-06, 0.017177810668945314, 0.015514959692955016, 0.048, 0.2653192634747469]}",classFies.csv
"['escol', 'rural', 'possu', 'comput']",Cosine,"{'classCadunico.csv': 0.03724194613619294, 'classCensoEscolar.csv': 0.2519516299301344, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.04210759605332595, 'classProuni.csv': 0.0, 'classFies.csv': 0.022727272727272728, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.03190767223586378}",classCensoEscolar.csv
"['escol', 'rural', 'possu', 'comput']",LDA4,"{'classCadunico.csv': [0.03299999606609345, 0.016032120823860168, 1e-06, 1e-06], 'classCensoEscolar.csv': [0.06399999237060547, 0.015, 1e-06, 0.007371295094490051], 'classDataSUS.csv': [0.019277137041091918, 1e-06, 1e-06, 0.0049141967296600355], 'classIbama.csv': [0.0107095205783844, 0.026000000000000002, 1e-06, 1e-06], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.005405616402626037], 'classFies.csv': [0.02999999642372132, 0.015546298980712891, 1e-06, 1e-06], 'classIBGE.csv': [0.022397847533226014, 0.006976728856563568, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.009716436862945555, 1e-06, 1e-06]}",classCensoEscolar.csv
"['escol', 'rural', 'possu', 'comput']",LDA+Cosine,"{'classCadunico.csv': [0.03299999606609345, 0.016032120823860168, 1e-06, 1e-06, 0.03724194613619294], 'classCensoEscolar.csv': [0.06399999237060547, 0.015, 1e-06, 0.007371295094490051, 0.2519516299301344], 'classDataSUS.csv': [0.019277137041091918, 1e-06, 1e-06, 0.0049141967296600355, 0.0], 'classIbama.csv': [0.0107095205783844, 0.026000000000000002, 1e-06, 1e-06, 0.04210759605332595], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.005405616402626037, 0.0], 'classFies.csv': [0.02999999642372132, 0.015546298980712891, 1e-06, 1e-06, 0.022727272727272728], 'classIBGE.csv': [0.022397847533226014, 0.006976728856563568, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.009716436862945555, 1e-06, 1e-06, 0.03190767223586378]}",classCensoEscolar.csv
