InputSentence,Method,Probabilities,ChosenSource
"['cur', 'mestr', 'dou', 'ofert', 'cidad']",LDA4,"{'classCadunico.csv': [0.04199999749660492, 0.016042067885398862, 0.013670060634613035, 1e-06, 0.005006338357925415], 'classCensoEscolar.csv': [0.0379999977350235, 0.02, 0.008607075214385987, 1e-06, 0.0084676131606102], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 1e-06, 0.01675404417514801], 'classIbama.csv': [0.04, 1e-06, 1e-06, 1e-06, 0.010361032485961914], 'classProuni.csv': [0.006067940711975097, 1e-06, 1e-06, 1e-06, 0.013266832351684571], 'classFies.csv': [0.027999999999999997, 1e-06, 0.005059249043464661, 1e-06, 0.01927934229373932], 'classIBGE.csv': [0.006905893206596374, 1e-06, 1e-06, 1e-06, 0.019789865255355837], 'classEducacaoSuperior.csv': [0.07399999558925628, 0.0029707533121109014, 0.002531492710113525, 1e-06, 0.0022862711548805236]}",classEducacaoSuperior.csv
"['cur', 'mestr', 'dou', 'ofert', 'cidad']",LDA+Cosine,"{'classCadunico.csv': [0.04199999749660492, 0.016042067885398862, 0.013670060634613035, 1e-06, 0.005006338357925415, 0.04996531390494782], 'classCensoEscolar.csv': [0.0379999977350235, 0.02, 0.008607075214385987, 1e-06, 0.0084676131606102, 0.03755873143771008], 'classDataSUS.csv': [0.036000000000000004, 1e-06, 1e-06, 1e-06, 0.01675404417514801, 0.0], 'classIbama.csv': [0.04, 1e-06, 1e-06, 1e-06, 0.010361032485961914, 0.0], 'classProuni.csv': [0.006067940711975097, 1e-06, 1e-06, 1e-06, 0.013266832351684571, 0.0], 'classFies.csv': [0.027999999999999997, 1e-06, 0.005059249043464661, 1e-06, 0.01927934229373932, 0.0], 'classIBGE.csv': [0.006905893206596374, 1e-06, 1e-06, 1e-06, 0.019789865255355837, 0.025949964805384095], 'classEducacaoSuperior.csv': [0.07399999558925628, 0.0029707533121109014, 0.002531492710113525, 1e-06, 0.0022862711548805236, 0.11415635859707857]}",classEducacaoSuperior.csv
"['desp', 'remun', 'docent', 'institu', 'reg']",Cosine,"{'classCadunico.csv': 0.04996531390494782, 'classCensoEscolar.csv': 0.10015661716722689, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.1418158377741196, 'classFies.csv': 0.08131156281817417, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.2568518068434268}",classEducacaoSuperior.csv
"['desp', 'remun', 'docent', 'institu', 'reg']",LDA4,"{'classCadunico.csv': [1e-06, 0.034, 1e-06, 0.005481867790222168, 0.016509226977825166], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.02799999666213989, 0.012656704902648927, 0.017], 'classDataSUS.csv': [0.017236334323883055, 1e-06, 1e-06, 0.02091782283782959, 0.011156633764505387], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.011046250820159913, 1e-06], 'classProuni.csv': [1e-06, 0.015882403850555418, 0.00573505288362503, 0.040999999999999995, 1e-06], 'classFies.csv': [1e-06, 1e-06, 0.006141654908657074, 0.005800989747047424, 0.016008947372436525], 'classIBGE.csv': [0.01924147367477417, 1e-06, 1e-06, 1e-06, 0.018432699263095854], 'classEducacaoSuperior.csv': [1e-06, 0.02, 0.03399999594688416, 0.015514959692955016, 0.010005592107772828]}",classEducacaoSuperior.csv
"['desp', 'remun', 'docent', 'institu', 'reg']",LDA+Cosine,"{'classCadunico.csv': [1e-06, 0.034, 1e-06, 0.005481867790222168, 0.016509226977825166, 0.04996531390494782], 'classCensoEscolar.csv': [1e-06, 1e-06, 0.02799999666213989, 0.012656704902648927, 0.017, 0.10015661716722689], 'classDataSUS.csv': [0.017236334323883055, 1e-06, 1e-06, 0.02091782283782959, 0.011156633764505387, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.011046250820159913, 1e-06, 0.0], 'classProuni.csv': [1e-06, 0.015882403850555418, 0.00573505288362503, 0.040999999999999995, 1e-06, 0.1418158377741196], 'classFies.csv': [1e-06, 1e-06, 0.006141654908657074, 0.005800989747047424, 0.016008947372436525, 0.08131156281817417], 'classIBGE.csv': [0.01924147367477417, 1e-06, 1e-06, 1e-06, 0.018432699263095854, 0.0], 'classEducacaoSuperior.csv': [1e-06, 0.02, 0.03399999594688416, 0.015514959692955016, 0.010005592107772828, 0.2568518068434268]}",classEducacaoSuperior.csv
"['alun', 'ocup', 'auxíl', 'morad', 'univ', 'fed']",Cosine,"{'classCadunico.csv': 0.015203960843648036, 'classCensoEscolar.csv': 0.10285882219856127, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.021576592600105155, 'classFies.csv': 0.018556740475630138, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.13894669485837496}",classEducacaoSuperior.csv
"['alun', 'ocup', 'auxíl', 'morad', 'univ', 'fed']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 0.009822497427463531, 0.02228206765651703, 0.016413055747747422], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 1e-06, 0.013914852857589722, 0.011079140424728394], 'classDataSUS.csv': [1e-06, 1e-06, 0.005212975740432739, 1e-06, 0.0050564312934875495, 0.011000000000000001], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.028999999999999998], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 1e-06, 0.005546947240829468, 0.011789464235305785], 'classFies.csv': [0.032, 1e-06, 1e-06, 0.01983013927936554, 0.006225261569023132, 0.037000000000000005], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 1e-06, 0.012999999225139615, 0.01714831161499024]}",classFies.csv
"['alun', 'ocup', 'auxíl', 'morad', 'univ', 'fed']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 0.009822497427463531, 0.02228206765651703, 0.016413055747747422, 0.015203960843648036], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 1e-06, 0.013914852857589722, 0.011079140424728394, 0.10285882219856127], 'classDataSUS.csv': [1e-06, 1e-06, 0.005212975740432739, 1e-06, 0.0050564312934875495, 0.011000000000000001, 0.0], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.028999999999999998, 0.0], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 1e-06, 0.005546947240829468, 0.011789464235305785, 0.021576592600105155], 'classFies.csv': [0.032, 1e-06, 1e-06, 0.01983013927936554, 0.006225261569023132, 0.037000000000000005, 0.018556740475630138], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 1e-06, 0.018558345437049862, 0.02374541842937469, 0.0], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 1e-06, 0.012999999225139615, 0.01714831161499024, 0.13894669485837496]}",classEducacaoSuperior.csv
"['prof', 'possu', 'dou', 'univ', 'priv']",Cosine,"{'classCadunico.csv': 0.0, 'classCensoEscolar.csv': 0.012519577145903361, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.023635972962353268, 'classFies.csv': 0.0, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.019026059766179763}",classProuni.csv
"['prof', 'possu', 'dou', 'univ', 'priv']",LDA4,"{'classCadunico.csv': [0.02017527186870575, 1e-06, 0.013670060634613035, 0.02228206765651703, 1e-06], 'classCensoEscolar.csv': [0.01897322130203247, 1e-06, 0.008607075214385987, 0.013914852857589722, 0.015], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.0050564312934875495, 0.0045851233601570136], 'classIbama.csv': [0.010676582634449004, 1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.005767400085926056, 1e-06, 1e-06, 0.005546947240829468, 0.005335885286331176], 'classFies.csv': [0.007215008854866026, 1e-06, 0.005059249043464661, 0.006225261569023132, 0.005018326580524445], 'classIBGE.csv': [0.019507961750030518, 1e-06, 1e-06, 0.018558345437049862, 0.019835432052612303], 'classEducacaoSuperior.csv': [0.011534800171852112, 1e-06, 0.002531492710113525, 0.012999999225139615, 0.032]}",classEducacaoSuperior.csv
"['prof', 'possu', 'dou', 'univ', 'priv']",LDA+Cosine,"{'classCadunico.csv': [0.02017527186870575, 1e-06, 0.013670060634613035, 0.02228206765651703, 1e-06, 0.0], 'classCensoEscolar.csv': [0.01897322130203247, 1e-06, 0.008607075214385987, 0.013914852857589722, 0.015, 0.012519577145903361], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.0050564312934875495, 0.0045851233601570136, 0.0], 'classIbama.csv': [0.010676582634449004, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.005767400085926056, 1e-06, 1e-06, 0.005546947240829468, 0.005335885286331176, 0.023635972962353268], 'classFies.csv': [0.007215008854866026, 1e-06, 0.005059249043464661, 0.006225261569023132, 0.005018326580524445, 0.0], 'classIBGE.csv': [0.019507961750030518, 1e-06, 1e-06, 0.018558345437049862, 0.019835432052612303, 0.0], 'classEducacaoSuperior.csv': [0.011534800171852112, 1e-06, 0.002531492710113525, 0.012999999225139615, 0.032, 0.019026059766179763]}",classEducacaoSuperior.csv
"['alun', 'matricul', 'escol', 'educ', 'espec', 'reg']",Cosine,"{'classCadunico.csv': 0.03040792168729607, 'classCensoEscolar.csv': 0.4000065307721827, 'classDataSUS.csv': 0.018077538151554683, 'classIbama.csv': 0.017190354104313226, 'classProuni.csv': 0.08630637040042062, 'classFies.csv': 0.0927837023781507, 'classIBGE.csv': 0.023688968483956716, 'classEducacaoSuperior.csv': 0.1476308632870234}",classCensoEscolar.csv
"['alun', 'matricul', 'escol', 'educ', 'espec', 'reg']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.03299999606609345, 0.01945076233148575, 0.013933619856834412, 0.016509226977825166], 'classCensoEscolar.csv': [0.032, 1e-06, 0.06399999237060547, 0.025, 0.008773019909858704, 0.017], 'classDataSUS.csv': [1e-06, 1e-06, 0.019277137041091918, 0.0062473857402801525, 0.01681631851196289, 0.011156633764505387], 'classIbama.csv': [1e-06, 1e-06, 0.0107095205783844, 1e-06, 0.011938649833202362, 1e-06], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.006646948158740997, 0.007227769136428833, 1e-06, 1e-06], 'classFies.csv': [0.032, 1e-06, 0.02999999642372132, 0.02, 0.01899651336669922, 0.016008947372436525], 'classIBGE.csv': [1e-06, 1e-06, 0.022397847533226014, 0.038, 0.01996937823295593, 0.018432699263095854], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.015594765663146971, 0.012639164566993712, 0.011646603345870973, 0.010005592107772828]}",classCensoEscolar.csv
"['alun', 'matricul', 'escol', 'educ', 'espec', 'reg']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 0.03299999606609345, 0.01945076233148575, 0.013933619856834412, 0.016509226977825166, 0.03040792168729607], 'classCensoEscolar.csv': [0.032, 1e-06, 0.06399999237060547, 0.025, 0.008773019909858704, 0.017, 0.4000065307721827], 'classDataSUS.csv': [1e-06, 1e-06, 0.019277137041091918, 0.0062473857402801525, 0.01681631851196289, 0.011156633764505387, 0.018077538151554683], 'classIbama.csv': [1e-06, 1e-06, 0.0107095205783844, 1e-06, 0.011938649833202362, 1e-06, 0.017190354104313226], 'classProuni.csv': [0.005698698997497558, 1e-06, 0.006646948158740997, 0.007227769136428833, 1e-06, 1e-06, 0.08630637040042062], 'classFies.csv': [0.032, 1e-06, 0.02999999642372132, 0.02, 0.01899651336669922, 0.016008947372436525, 0.0927837023781507], 'classIBGE.csv': [1e-06, 1e-06, 0.022397847533226014, 0.038, 0.01996937823295593, 0.018432699263095854, 0.023688968483956716], 'classEducacaoSuperior.csv': [0.043, 1e-06, 0.015594765663146971, 0.012639164566993712, 0.011646603345870973, 0.010005592107772828, 0.1476308632870234]}",classCensoEscolar.csv
"['matrícul', 'ensin', 'méd', 'escol']",Cosine,"{'classCadunico.csv': 0.03724194613619294, 'classCensoEscolar.csv': 0.4339166959907871, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.15855492677450697, 'classFies.csv': 0.11363636363636363, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.1701742519246068}",classCensoEscolar.csv
"['matrícul', 'ensin', 'méd', 'escol']",LDA4,"{'classCadunico.csv': [1e-06, 0.014894034683704375, 1e-06, 0.03299999606609345], 'classCensoEscolar.csv': [0.017, 0.051, 0.02000000238418579, 0.06399999237060547], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.017995706319808957], 'classIbama.csv': [1e-06, 1e-06, 0.004439590454101563, 1e-06], 'classProuni.csv': [1e-06, 0.066, 0.011000001311302184, 0.006646948158740997], 'classFies.csv': [0.015314913272857666, 0.057999999999999996, 0.03200000381469727, 0.02999999642372132], 'classIBGE.csv': [1e-06, 0.024968652486801145, 0.006784824848175049, 0.022397847533226014], 'classEducacaoSuperior.csv': [0.007249307632446289, 0.048, 0.01168864345550537, 0.015594765663146971]}",classCensoEscolar.csv
"['matrícul', 'ensin', 'méd', 'escol']",LDA+Cosine,"{'classCadunico.csv': [1e-06, 0.014894034683704375, 1e-06, 0.03299999606609345, 0.03724194613619294], 'classCensoEscolar.csv': [0.017, 0.051, 0.02000000238418579, 0.06399999237060547, 0.4339166959907871], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.017995706319808957, 0.0], 'classIbama.csv': [1e-06, 1e-06, 0.004439590454101563, 1e-06, 0.0], 'classProuni.csv': [1e-06, 0.066, 0.011000001311302184, 0.006646948158740997, 0.15855492677450697], 'classFies.csv': [0.015314913272857666, 0.057999999999999996, 0.03200000381469727, 0.02999999642372132, 0.11363636363636363], 'classIBGE.csv': [1e-06, 0.024968652486801145, 0.006784824848175049, 0.022397847533226014, 0.0], 'classEducacaoSuperior.csv': [0.007249307632446289, 0.048, 0.01168864345550537, 0.015594765663146971, 0.1701742519246068]}",classCensoEscolar.csv
"['escol', 'possu', 'mat', 'did', 'alun', 'indígen']",Cosine,"{'classCadunico.csv': 0.04561188253094411, 'classCensoEscolar.csv': 0.3314339826398085, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.021576592600105155, 'classFies.csv': 0.037113480951260276, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.13894669485837496}",classCensoEscolar.csv
"['escol', 'possu', 'mat', 'did', 'alun', 'indígen']",LDA4,"{'classCadunico.csv': [0.03299999606609345, 1e-06, 0.01413007467985153, 0.012898087352514269, 0.013480387955904009, 1e-06], 'classCensoEscolar.csv': [0.06399999237060547, 1e-06, 0.014897652626037598, 0.024, 0.032, 1e-06], 'classDataSUS.csv': [0.019277137041091918, 1e-06, 1e-06, 0.017822361588478088, 1e-06, 1e-06], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 0.003960524797439575, 1e-06, 1e-06], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.0055702412128448495, 0.005698698997497558, 1e-06], 'classFies.csv': [0.02999999642372132, 1e-06, 1e-06, 0.0055702412128448495, 0.032, 1e-06], 'classIBGE.csv': [0.022397847533226014, 1e-06, 0.006594034850597382, 1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.015594765663146971, 1e-06, 1e-06, 0.011140482425689695, 0.043, 1e-06]}",classCensoEscolar.csv
"['escol', 'possu', 'mat', 'did', 'alun', 'indígen']",LDA+Cosine,"{'classCadunico.csv': [0.03299999606609345, 1e-06, 0.01413007467985153, 0.012898087352514269, 0.013480387955904009, 1e-06, 0.04561188253094411], 'classCensoEscolar.csv': [0.06399999237060547, 1e-06, 0.014897652626037598, 0.024, 0.032, 1e-06, 0.3314339826398085], 'classDataSUS.csv': [0.019277137041091918, 1e-06, 1e-06, 0.017822361588478088, 1e-06, 1e-06, 0.0], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 0.003960524797439575, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.0055702412128448495, 0.005698698997497558, 1e-06, 0.021576592600105155], 'classFies.csv': [0.02999999642372132, 1e-06, 1e-06, 0.0055702412128448495, 0.032, 1e-06, 0.037113480951260276], 'classIBGE.csv': [0.022397847533226014, 1e-06, 0.006594034850597382, 1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.015594765663146971, 1e-06, 1e-06, 0.011140482425689695, 0.043, 1e-06, 0.13894669485837496]}",classCensoEscolar.csv
"['alun', 'utiliz', 'ônibu', 'transport', 'escol', 'cidad']",Cosine,"{'classCadunico.csv': 0.03040792168729607, 'classCensoEscolar.csv': 0.32000522461774616, 'classDataSUS.csv': 0.018077538151554683, 'classIbama.csv': 0.0, 'classProuni.csv': 0.021576592600105155, 'classFies.csv': 0.037113480951260276, 'classIBGE.csv': 0.023688968483956716, 'classEducacaoSuperior.csv': 0.13894669485837496}",classCensoEscolar.csv
"['alun', 'utiliz', 'ônibu', 'transport', 'escol', 'cidad']",LDA4,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 1e-06, 0.015352873504161837, 0.005006338357925415], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 0.014623814463615416, 0.014871443510055544, 0.0084676131606102], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.0186624755859375, 0.01730517911911011, 0.01675404417514801], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.012491414189338685, 1e-06, 0.010361032485961914], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 1e-06, 0.00648672866821289, 0.013266832351684571], 'classFies.csv': [0.032, 1e-06, 1e-06, 1e-06, 0.00648672866821289, 0.01927934229373932], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.02216168975830078, 0.021672921419143683, 0.019789865255355837], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 1e-06, 0.01297345733642578, 0.0022862711548805236]}",classCensoEscolar.csv
"['alun', 'utiliz', 'ônibu', 'transport', 'escol', 'cidad']",LDA+Cosine,"{'classCadunico.csv': [0.013480387955904009, 1e-06, 1e-06, 1e-06, 0.015352873504161837, 0.005006338357925415, 0.03040792168729607], 'classCensoEscolar.csv': [0.032, 1e-06, 1e-06, 0.014623814463615416, 0.014871443510055544, 0.0084676131606102, 0.32000522461774616], 'classDataSUS.csv': [1e-06, 1e-06, 1e-06, 0.0186624755859375, 0.01730517911911011, 0.01675404417514801, 0.018077538151554683], 'classIbama.csv': [1e-06, 1e-06, 1e-06, 0.012491414189338685, 1e-06, 0.010361032485961914, 0.0], 'classProuni.csv': [0.005698698997497558, 1e-06, 1e-06, 1e-06, 0.00648672866821289, 0.013266832351684571, 0.021576592600105155], 'classFies.csv': [0.032, 1e-06, 1e-06, 1e-06, 0.00648672866821289, 0.01927934229373932, 0.037113480951260276], 'classIBGE.csv': [1e-06, 1e-06, 1e-06, 0.02216168975830078, 0.021672921419143683, 0.019789865255355837, 0.023688968483956716], 'classEducacaoSuperior.csv': [0.043, 1e-06, 1e-06, 1e-06, 0.01297345733642578, 0.0022862711548805236, 0.13894669485837496]}",classCensoEscolar.csv
"['escol', 'reg', 'oferec', 'disciplin', 'turn', 'integr']",Cosine,"{'classCadunico.csv': 0.03040792168729607, 'classCensoEscolar.csv': 0.2628614345074343, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.19418933340094638, 'classFies.csv': 0.018556740475630138, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.06078917900053905}",classCensoEscolar.csv
"['escol', 'reg', 'oferec', 'disciplin', 'turn', 'integr']",LDA4,"{'classCadunico.csv': [0.03299999606609345, 0.016509226977825166, 1e-06, 0.013410357356071472, 1e-06, 1e-06], 'classCensoEscolar.csv': [0.06399999237060547, 0.017, 1e-06, 0.02, 1e-06, 0.010083338141441344], 'classDataSUS.csv': [0.019277137041091918, 0.011156633764505387, 0.00676512336730957, 1e-06, 1e-06, 1e-06], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 0.012338565945625306, 1e-06, 1e-06], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.005362011998891829, 1e-06, 0.01958687746524811], 'classFies.csv': [0.02999999642372132, 0.016008947372436525, 1e-06, 0.005362011998891829, 0.018045507431030276, 1e-06], 'classIBGE.csv': [0.022397847533226014, 0.018432699263095854, 1e-06, 1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.010005592107772828, 1e-06, 0.013002837538719177, 1e-06, 1e-06]}",classCensoEscolar.csv
"['escol', 'reg', 'oferec', 'disciplin', 'turn', 'integr']",LDA+Cosine,"{'classCadunico.csv': [0.03299999606609345, 0.016509226977825166, 1e-06, 0.013410357356071472, 1e-06, 1e-06, 0.03040792168729607], 'classCensoEscolar.csv': [0.06399999237060547, 0.017, 1e-06, 0.02, 1e-06, 0.010083338141441344, 0.2628614345074343], 'classDataSUS.csv': [0.019277137041091918, 0.011156633764505387, 0.00676512336730957, 1e-06, 1e-06, 1e-06, 0.0], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 0.012338565945625306, 1e-06, 1e-06, 0.0], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 0.005362011998891829, 1e-06, 0.01958687746524811, 0.19418933340094638], 'classFies.csv': [0.02999999642372132, 0.016008947372436525, 1e-06, 0.005362011998891829, 0.018045507431030276, 1e-06, 0.018556740475630138], 'classIBGE.csv': [0.022397847533226014, 0.018432699263095854, 1e-06, 1e-06, 1e-06, 1e-06, 0.0], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.010005592107772828, 1e-06, 0.013002837538719177, 1e-06, 1e-06, 0.06078917900053905]}",classCensoEscolar.csv
"['turm', 'particip', 'progr', 'educ', 'local', 'rural', 'cidad']",Cosine,"{'classCadunico.csv': 0.04222839763561256, 'classCensoEscolar.csv': 0.24336239952202882, 'classDataSUS.csv': 0.01673654817511446, 'classIbama.csv': 0.031830350703961514, 'classProuni.csv': 0.019976043113781046, 'classFies.csv': 0.05154060995580371, 'classIBGE.csv': 0.043863446330651264, 'classEducacaoSuperior.csv': 0.07235979912947642}",classCensoEscolar.csv
"['turm', 'particip', 'progr', 'educ', 'local', 'rural', 'cidad']",LDA4,"{'classCadunico.csv': [0.012891943752765657, 1e-06, 0.013262080550193787, 0.01945076233148575, 0.01899099290370941, 0.016032120823860168, 0.005006338357925415], 'classCensoEscolar.csv': [0.031, 1e-06, 0.008350198864936828, 0.025, 0.006842586100101471, 0.015, 0.0084676131606102], 'classDataSUS.csv': [1e-06, 1e-06, 0.013000000000000001, 0.0062473857402801525, 0.019694490909576416, 1e-06, 0.01675404417514801], 'classIbama.csv': [1e-06, 1e-06, 0.004100053787231445, 1e-06, 0.011860482573509216, 0.026000000000000002, 0.010361032485961914], 'classProuni.csv': [1e-06, 1e-06, 0.040999999999999995, 0.007227769136428833, 1e-06, 1e-06, 0.013266832351684571], 'classFies.csv': [0.018327038884162903, 1e-06, 0.01879475456476212, 0.02, 0.019741331338882447, 0.015546298980712891, 0.01927934229373932], 'classIBGE.csv': [1e-06, 1e-06, 0.019938536047935485, 0.038, 1e-06, 0.006976728856563568, 0.019789865255355837], 'classEducacaoSuperior.csv': [0.009414221048355105, 1e-06, 0.002455940842628479, 0.012639164566993712, 0.002736887037754059, 0.009716436862945555, 0.0022862711548805236]}",classFies.csv
"['turm', 'particip', 'progr', 'educ', 'local', 'rural', 'cidad']",LDA+Cosine,"{'classCadunico.csv': [0.012891943752765657, 1e-06, 0.013262080550193787, 0.01945076233148575, 0.01899099290370941, 0.016032120823860168, 0.005006338357925415, 0.04222839763561256], 'classCensoEscolar.csv': [0.031, 1e-06, 0.008350198864936828, 0.025, 0.006842586100101471, 0.015, 0.0084676131606102, 0.24336239952202882], 'classDataSUS.csv': [1e-06, 1e-06, 0.013000000000000001, 0.0062473857402801525, 0.019694490909576416, 1e-06, 0.01675404417514801, 0.01673654817511446], 'classIbama.csv': [1e-06, 1e-06, 0.004100053787231445, 1e-06, 0.011860482573509216, 0.026000000000000002, 0.010361032485961914, 0.031830350703961514], 'classProuni.csv': [1e-06, 1e-06, 0.040999999999999995, 0.007227769136428833, 1e-06, 1e-06, 0.013266832351684571, 0.019976043113781046], 'classFies.csv': [0.018327038884162903, 1e-06, 0.01879475456476212, 0.02, 0.019741331338882447, 0.015546298980712891, 0.01927934229373932, 0.05154060995580371], 'classIBGE.csv': [1e-06, 1e-06, 0.019938536047935485, 0.038, 1e-06, 0.006976728856563568, 0.019789865255355837, 0.043863446330651264], 'classEducacaoSuperior.csv': [0.009414221048355105, 1e-06, 0.002455940842628479, 0.012639164566993712, 0.002736887037754059, 0.009716436862945555, 0.0022862711548805236, 0.07235979912947642]}",classCensoEscolar.csv
"['escol', 'reg', 'possu', 'turm', 'exclu', 'alun', 'deficienc']",Cosine,"{'classCadunico.csv': 0.028152265090408374, 'classCensoEscolar.csv': 0.3809150601214364, 'classDataSUS.csv': 0.0, 'classIbama.csv': 0.0, 'classProuni.csv': 0.05992812934134314, 'classFies.csv': 0.034360406637202474, 'classIBGE.csv': 0.0, 'classEducacaoSuperior.csv': 0.12863964289684696}",classCensoEscolar.csv
"['escol', 'reg', 'possu', 'turm', 'exclu', 'alun', 'deficienc']",LDA4,"{'classCadunico.csv': [0.03299999606609345, 0.016509226977825166, 1e-06, 0.012891943752765657, 0.00583389163017273, 0.013480387955904009, 1e-06], 'classCensoEscolar.csv': [0.06399999237060547, 0.017, 1e-06, 0.031, 1e-06, 0.032, 1e-06], 'classDataSUS.csv': [0.019277137041091918, 0.011156633764505387, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classIbama.csv': [0.0107095205783844, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classProuni.csv': [0.006646948158740997, 1e-06, 1e-06, 1e-06, 0.011039683341979979, 0.005698698997497558, 1e-06], 'classFies.csv': [0.02999999642372132, 0.016008947372436525, 1e-06, 0.018327038884162903, 0.020489421844482426, 0.032, 1e-06], 'classIBGE.csv': [0.022397847533226014, 0.018432699263095854, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06], 'classEducacaoSuperior.csv': [0.015594765663146971, 0.010005592107772828, 1e-06, 0.009414221048355105, 1e-06, 0.043, 1e-06]}",classCensoEscolar.csv
